"Name","CSS Gradient"
"Potential Color Scale","linear-gradient(to right, rgb(165, 0, 38) 0%, rgb(190, 24, 39) 5%, rgb(212, 50, 44) 10%, rgb(229, 79, 54) 15%, rgb(241, 110, 67) 20%, rgb(248, 141, 82) 25%, rgb(252, 172, 100) 30%, rgb(253, 198, 121) 35%, rgb(254, 221, 144) 40%, rgb(254, 238, 168) 45%, rgb(250, 248, 193) 50%, rgb(238, 248, 218) 55%, rgb(220, 241, 236) 60%, rgb(197, 229, 239) 65%, rgb(171, 214, 232) 70%, rgb(144, 194, 221) 75%, rgb(117, 171, 208) 80%, rgb(93, 145, 194) 85%, rgb(74, 116, 180) 90%, rgb(60, 85, 164) 95%, rgb(49, 54, 149) 100%);"
