"Name","CSS Gradient"
"Complexity Color Scale","linear-gradient(to right, rgb(227, 159, 96) 0%, rgb(231, 173, 120) 27.8697%, rgb(235, 188, 143) 33.8965%, rgb(240, 202, 168) 39.8272%, rgb(244, 217, 191) 44.8314%, rgb(248, 231, 215) 49.3999%, rgb(192, 228, 225) 49.4099%, rgb(154, 211, 207) 53.3691%, rgb(116, 195, 189) 57.1435%, rgb(77, 178, 171) 60.6597%, rgb(40, 162, 153) 66.1681%, rgb(2, 146, 135) 100%)"
